text_id	text	task_1	task_2	task_3
hasoc_en_188	i appeal to all doctors through this channel ... that if you all are doing strike then do for years for all the responsible not for the common people who are helpless.... you all are second god ....... doctorsfightback doctorsprotest doctorsstrike	NOT	NONE	NONE
hasoc_en_189	ron goldmans sister hails him as hero in first interview since oj simpson trial source rongoldman kimgoldman fredgoldman nicolebrownsimpson oj ojsimpson thejuice murderer	NOT	NONE	NONE
hasoc_en_190	i fully endorse you sir..... this is about our nationalpride ....... i am of the opinion dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_191	happy johnmccainday fucktrump americansforimpeachment	NOT	NONE	NONE
hasoc_en_192	trumps gop allies privately cringe at dirt comments resist resisttrump fucktrump	NOT	NONE	NONE
hasoc_en_193	if u r living today its bcoz of doctors.. savethedoctors doctorsfightback mamatalosingcontrol ....	NOT	NONE	NONE
hasoc_en_194	must listen! i stand with nrs via nrs savedoctors india news westbengal mamatalosingcontrol doctorsfightback doctorsstrike doctorsprotest	NOT	NONE	NONE
hasoc_en_195	anderson cooper all of trumps threats were about nothing resist resisttrump fucktrump	NOT	NONE	NONE
hasoc_en_196	have some sense just creating issue out of nothing dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_197	dhonikeeptheglove dear icc you may not know but that logo is not political nor religious it is a logo of a army regiment so ms dhoni did nothing wrong dhonikeepstheglove icc please research on it	NOT	NONE	NONE
hasoc_en_198	i knew the police wouldnt do anything. so i am doing something. feel how you will. i dont care. just be safe. his twitter is beardedweirdness. dont kill him. rapist metoo becareful arthurcampos	NOT	NONE	NONE
hasoc_en_199	he thinks that he is the maligned one, just like twitler. i will avoid that murderer.	NOT	NONE	NONE
hasoc_en_200	shameonicc focuses on ground instead of doing glove issue. already i paid for the ticket.	NOT	NONE	NONE
hasoc_en_201	shameonicc this cwc19 winner is the incredible , undisputed ,reigning , attacker ,the powerhitter the pain none other than the england rain	NOT	NONE	NONE
hasoc_en_202	firekellyanne trumpisatraitor mccainsahero johnmccaindayjune14 and do not forget pencekneweverything	NOT	NONE	NONE
hasoc_en_203	trump says kim has kept his word hours after bolton said he hasnt resist resisttrump fucktrump	NOT	NONE	NONE
hasoc_en_204	here are things you must know if youre hindu. worldblooddonorday shameonicc savebengal fridayfeeling scosummit2019 meninblackreview theunmissablemeeting doctorsstrike engvwi spiritual cultural hindu hinduism abrandnewdayoutnow	NOT	NONE	NONE
hasoc_en_205	news is hard to take. i will hold the belief, that no matter what it looks like this president will be gone somehow someway. my wish we would show his corruption on tv now in impeachment hearings. please someone explain to me why this isnt happening? trumpisatraitor	NOT	NONE	NONE
hasoc_en_206	progressives like this fool love these kinds of weapons murderer	NOT	NONE	NONE
hasoc_en_207	iccworldcup2019 will turn out to be a swimming competition. shameonicc	NOT	NONE	NONE
hasoc_en_208	happy john mc cain day! fucktrump trumpcolluded lazysumbitch	NOT	NONE	NONE
hasoc_en_209	pete buttigieg just gave his first foreign policy speech. he offered 5 clear proposals. resist resisttrump fucktrump	NOT	NONE	NONE
hasoc_en_210	whats priority in life? modijipleaseinkokaamdo abortionismurder indvaus ausvind indvsaus dhonikeeptheglove justicefortwinklesharma justiceforfarishta bharat freeprashantnow dhonikeepstheglove westbengal tirupati gabbarisback sachinopensagain starc	NOT	NONE	NONE
hasoc_en_211	chris georgiou bojo in the house via check it out, absolutely brilliant! borisjohnson bojo borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_212	doctorsprotest doctorsstrike doctorstrike doctorsfightback doctorsunderoppression doctors remember dr. kafeel khan from uttarpradesh he was jailed by government doctors should have fought back then too anything political about it	NOT	NONE	NONE
hasoc_en_213	you are a crook and a national embarrassment. fucktrump impeach45 happy johnmccainday	HOF	OFFN	TIN
hasoc_en_214	a johnson is slang for a penis. dickhead nominativedeterminism toriesout peoplesvote blindingobvious	HOF	OFFN	TIN
hasoc_en_215	japanese internment camp all over again but with latinos kids! this shit is going way too far now!! family separation has been upgraded!!! fucktrump bernie2020 berniesanders	NOT	NONE	NONE
hasoc_en_216	and what who are they going to gun down loser trump in the wh? dickhead	NOT	NONE	NONE
hasoc_en_217	thats the story of indian batting....when our top3 clicks...we dont need any stable no.4...we just need finishers germanycheersforindia indvaus iccworldcup2019 ausvind ausvsind dhoni dhonikeepstheglove shikhar rohit kohli pandya	NOT	NONE	NONE
hasoc_en_218	womensrights humanrights fucktrump u.s. court rules against trump administration in immigrant teen abortion case	NOT	NONE	NONE
hasoc_en_219	i was such an amazing quarterback in high school, that i can tell you. watch these 50 year old videos... dolt45 loves to prove over and over again what a pathetic loser he is. can you please for one day show just a little bit of class? douchebag	HOF	OFFN	TIN
hasoc_en_220	uae investors hit as dodgy halal firm imajewels folds up in india imafraud imascam bengaluru ponzi uae halal	NOT	NONE	NONE
hasoc_en_221	i suppose hell be celebrating his birthday at one of his golf properties on taxpayer money?? trumpisatraitor resignandgiveamericaagift	NOT	NONE	NONE
hasoc_en_222	bcci should recall team india back from icc cwc, next day hi icc would allow to play in army uniform dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_223	glad to see her go, hate to watch her leave. whos up to replace her? mad dog hate speech pirro? fucktrump trump2020	NOT	NONE	NONE
hasoc_en_224	muchas gracias a for thus great review of the spanish edition of my pool, the poet and the murderer lecturas de undine reseña la poeta y el asesino, simon worrall truecrime forgery	NOT	NONE	NONE
hasoc_en_225	whats wrong there!?? rain is interrupted england! shameonicc engvwi rain can we see a complete match today?	NOT	NONE	NONE
hasoc_en_226	if required boycott tournament. dhonikeeptheglove dhonikeepstheglove dhoni	NOT	NONE	NONE
hasoc_en_227	the press is not the enemy of the people. trumpisatraitor johnmccaindayjune14th	NOT	NONE	NONE
hasoc_en_228	it is not a brand logo that he is not put for money, it is its symbol of pride dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_229	gag reflex kicking in. trumpisatraitor	NOT	NONE	NONE
hasoc_en_230	stand by the doctors , with the doctors. they need support and world needs to interfere . uno doctorsprotest doctorsfightback	NOT	NONE	NONE
hasoc_en_231	fucktrump i will never forget what you did to the centralparkfive! now known as the exoneratedfive	NOT	NONE	NONE
hasoc_en_232	with you there councillor borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_233	the best part india will host the 2023 cricket world cup. just compare the grounds, spectators, advertisements, opening ceremony, rain management, schedule and venues, and the fan support. thatll be enough to put the ecb to shame. shameonicc bcci	NOT	NONE	NONE
hasoc_en_234	some of the gop in congress i find utterly disgusting. its almost impossible to listen to them try to justify fucked up trump. its really disheartening fucktrump fuckthegop	HOF	PRFN	TIN
hasoc_en_235	and he looks like a bag of guts. trumpisatraitor	NOT	NONE	NONE
hasoc_en_236	makes sense, which is tragic. trumpisacriminal trumpisatraitor	NOT	NONE	NONE
hasoc_en_237	this man completely nailed mamata, her politics and her hypocrisy. doctorsfightback	NOT	NONE	NONE
hasoc_en_238	dhonikeepstheglove we support dhoni... its pride of india...	NOT	NONE	NONE
hasoc_en_239	who are these ppl replying to you and why are they annoying fucktrump	NOT	NONE	NONE
hasoc_en_240	i think word cup should be conducted by bcci. icc doesnt have enough funds to cover ground also shameonicc	NOT	NONE	NONE
hasoc_en_241	walk around adam shiftys la district and then tell me what kind of a politician he is. douchebag	NOT	NONE	NONE
hasoc_en_242	doctorsfightback the incident happened on 10th and today is the 14th. what has been done? the hostels have been trespassed upon, the protestors have been threatened dr swati, media representative, resident doctors association, aiims	NOT	NONE	NONE
hasoc_en_243	trump is loyal only to russia, saudi arabia, and himself. trumpisatraitor trumprussia impeachmentinquirynow impeachtrump	NOT	NONE	NONE
hasoc_en_244	doctors of khurda district headquarters hospital join allindia protest against violence on junior doctors in west bengal by wearing black badges doctorsfightback doctorsstrike odisha	NOT	NONE	NONE
hasoc_en_245	this is a misconceived logic. supporting events are held in the backdrop of different spirit. if all the teams start wearing such insignias to highlight their respective armys sacrifices , the supporting grounds would become battle grounds. dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_246	disappointment remains shameonicc	NOT	NONE	NONE
hasoc_en_247	shameonicc from my childhood i didnt watched a rainy world cup session like this. waited 4 years to watch this rainy cwc19 cup will be shared by all the participant countries.	NOT	NONE	NONE
hasoc_en_248	dhonikeepstheglove salute to the para spl forces amp its martyrs, thanks dhoni for having the balidan badge inur gloves. 1.3billion indians r paying their tribute to the para spl forces with u. hope good sense prevails on icc, else it is known u pay the price for ur own mistakes	NOT	NONE	NONE
hasoc_en_249	if the us wanted war with iran, they had their pretexts for war long ago. america fears irans ambitious military program, they know the consequences that will follow will be severe. the white house has really backed themselves in a tight corner on this one. idiottrump	NOT	NONE	NONE
hasoc_en_250	the great thing about all the nazis, right wingers, alt right types and the rest of the fascist maggots on twitter is this you can block them and unfollow them. its really makes me happy not to deal with or see their bullshit fucktrump	HOF	PRFN	UNT
hasoc_en_251	why are you on twitter instead of out tracking down the real killer? ha ha ha!!! murderer	NOT	NONE	NONE
hasoc_en_252	ima jewels grand opening at jayanagar interview with ceo of ima group mansoor ali khan with media supporter ima imajewelsfraud imajewels imascam imafraud mansoorkhan bangalore	NOT	NONE	NONE
hasoc_en_253	more excited to see dhonis gloves than to watch australia bat! ausvind worldcup2019 dhonikeepstheglove????	NOT	NONE	NONE
hasoc_en_254	the new world cup trophy. shameonicc .	NOT	NONE	NONE
hasoc_en_255	country will remember you as a soldier first,than cricketer! are you serious ? my vote yes buy now dhonikeeptheglove dhonikeepstheglove dhonikesaathdesh balidaanbadge balidanbadge balidan	NOT	NONE	NONE
hasoc_en_256	i stand by the doctors who are fighting for their respect amp dignity. they save our lives amp are like god on ground. i strongly condemn attack on them by the goons in politics. doctors_against_assualt doctorsfightback didivsdoctors savethedoctors	NOT	NONE	NONE
hasoc_en_257	dear , icc instead of banning ms dhoni to wear gloves with balidan remark please improve your umpiring you are umpiring system is the poorest and making mistrust instead fair game dhonikeepstheglove icc worldcup2019 balidaanbadge	NOT	NONE	NONE
hasoc_en_258	the fact that you dont know who they are speaks volumes about you. douchebag	NOT	NONE	NONE
hasoc_en_259	fire meth barbie trumpsworsethannixon resignorbeimpeached billiondollarloser fakepresident trumpcrimefamily impeachtrump trumpmustresign stablegenius bebest putinsgop cadetbonespurs trumpsaninternationaldisgrace trumpisatraitor	NOT	NONE	NONE
hasoc_en_260	those who protect you should save themselves .............thats our duty.... savethedoctors doctorsfightback doctorsprotest doctorsstrike	NOT	NONE	NONE
hasoc_en_261	the silence at the abuse our female colleagues face on a daily basis is deafening. doctorsfightback doctors_against_assualt doctorstrike doctorsprotest health india womeninmedicine women womenrights health	NOT	NONE	NONE
hasoc_en_262	this is a rapist	NOT	NONE	NONE
hasoc_en_263	i. can. not. wait fucktrump its johnmccaindayjune14th	NOT	NONE	NONE
hasoc_en_264	i am not satisfy this verdict. we want more than this... rapist	NOT	NONE	NONE
hasoc_en_265	india should withdraw from cwc19 in protest. balidanbadge has more honour than playing a world cup. dhonikeeptheglove dhonikesaathdesh dhonikeepstheglove dhonivsicc dhoni	NOT	NONE	NONE
hasoc_en_266	just in case you are wondering why the goptreason is in a stronghold. these people are afraid of trumpisatraitor and his sociopath behavior. but they are more afraid of a the data harvested by russia on some republicanaffiliated targets, while digging on hillary. reading	NOT	NONE	NONE
hasoc_en_267	better focus on improving umpiring standards than dhoni gloves dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_268	now we can add flagrapist to the resume of traitor, pedophile, racist, rapist and serial sexual predator of women ! via metoo	HOF	OFFN	TIN
hasoc_en_269	bbc news ask wheres boris cleverly hes been busy gaining the support of members of parliament, the people that have a vote i.e public opinion is irrelevant. why would he bother trying to convince us hes right for leadership? c4debates borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_270	hes a liar mcgahn needs to testify before hes destroyed and goes to prison. just saying. trumpisatraitor traitortrump	NOT	NONE	NONE
hasoc_en_271	today is a contest between superarmy vs terroristnationpakistan its a war between 125billionprayer vs raingod it will be walkover or washout india6 vs terroristan0	NOT	NONE	NONE
